User ID,Age,Gender,Height (cm),Weight (kg),Workout Duration (mins),Calories Burned,Heart Rate (bpm),Steps Taken,Distance (km),Workout Intensity,Sleep Hours,Water Intake (liters),Daily Calories Intake,Resting Heart Rate (bpm),Mood After Workout,Mood Before Workout_Happy,Mood Before Workout_Neutral,Mood Before Workout_Stressed,Mood Before Workout_Tired,Workout Type_Cardio,Workout Type_Cycling,Workout Type_HIIT,Workout Type_Running,Workout Type_Strength,Workout Type_Yoga
4020,45,1,162,87,15,670,177,11526,4.65,0,4.3,1.9,3589,69,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4021,45,2,151,69,102,793,107,16510,6.61,0,4.8,1.9,3942,67,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4022,22,2,158,118,116,883,140,18466,5.18,0,7.4,1.9,2976,69,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4023,42,0,190,87,92,684,113,11351,14.58,0,6.4,1.9,2638,75,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4024,55,1,165,117,47,541,131,17627,5.75,2,8.5,1.9,3424,57,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4025,48,0,151,71,62,683,168,9609,7.57,0,9.5,1.9,3298,54,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4026,31,2,197,98,69,378,106,19063,11.04,0,6.6,1.9,2009,65,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4027,43,2,186,56,106,917,156,14381,11.36,0,9.2,1.9,3061,89,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4028,48,2,182,73,101,736,130,11856,13.17,0,5.9,1.9,2605,71,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4029,37,2,168,119,13,148,102,12994,7.52,1,6.7,1.9,3209,82,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4030,30,2,191,115,62,699,90,7309,7.83,1,7.2,1.9,2368,51,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4031,58,1,171,79,112,402,82,11827,9.76,2,7.5,1.9,2065,73,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4032,50,2,186,73,53,767,122,15463,5.17,0,5.5,1.9,1646,52,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4033,35,1,152,115,53,284,117,4986,6.18,0,5.8,1.9,3171,56,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4034,26,2,168,78,100,236,173,19957,9.21,0,8.2,1.9,2815,55,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4035,51,1,176,69,116,870,175,6842,8.96,2,7.9,1.9,3778,76,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4036,50,1,185,65,44,679,149,6032,4.69,0,7.4,1.9,1779,54,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4037,44,1,194,119,59,655,133,9178,2.89,2,5.9,1.9,2864,58,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4038,23,0,189,68,100,176,128,6362,7.08,0,5.2,1.9,2387,64,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4039,31,0,189,109,96,372,136,13650,5.14,1,5.1,1.9,3431,83,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4040,20,1,175,65,80,360,159,18234,14.5,0,8.8,1.9,2065,80,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4041,23,2,191,58,79,236,145,8781,5.83,0,8.0,1.9,1758,53,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4042,41,0,191,102,72,584,82,2192,8.22,1,7.2,1.9,3544,63,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4043,40,0,181,54,82,590,143,3711,8.86,0,8.3,1.9,2601,69,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4044,46,0,173,102,56,300,146,4927,10.6,0,9.4,1.9,1558,61,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4045,20,1,196,114,50,803,125,11411,9.69,0,7.3,1.9,3883,63,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4046,58,1,164,82,64,335,110,1485,14.85,1,5.9,1.9,3563,78,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4047,31,1,161,96,68,535,102,14851,12.7,1,9.8,1.9,3480,57,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4048,52,2,158,119,53,515,104,12654,11.53,2,5.9,1.9,2390,59,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4049,51,2,165,56,72,766,138,11395,4.34,2,6.4,1.9,2695,74,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4050,19,1,188,119,63,747,111,19181,8.4,0,9.3,1.9,2708,83,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4051,39,2,188,72,49,593,158,3452,11.03,1,5.1,1.9,3283,88,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4052,51,0,176,109,19,552,88,15807,13.92,1,4.1,1.9,2455,79,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4053,22,2,150,53,55,201,116,16120,12.85,0,9.8,1.9,2231,82,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4054,40,0,164,88,56,365,110,2700,10.12,1,8.5,1.9,2224,52,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4055,54,0,171,112,59,965,94,9295,12.52,0,6.9,1.9,2500,65,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4056,35,0,196,87,49,814,178,3439,1.44,0,8.6,1.9,2619,55,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4057,53,1,186,111,97,911,86,5499,13.56,2,7.8,1.9,2018,64,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4058,43,0,162,80,72,974,146,15057,5.86,1,9.7,1.9,2742,77,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4059,35,0,193,98,45,980,171,5025,2.41,1,6.7,1.9,3009,85,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4060,49,1,195,74,68,786,85,8170,11.76,0,4.6,1.9,3378,74,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4061,25,0,180,118,77,841,152,3947,7.7,1,7.8,1.9,2928,68,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4062,55,2,187,94,86,762,169,10008,9.93,1,6.1,1.9,3934,88,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4063,59,2,177,73,57,770,109,18557,1.93,1,7.4,1.9,2712,71,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4064,29,1,181,59,54,957,95,10037,6.85,2,9.7,1.9,2535,56,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4065,28,0,157,73,78,597,138,19279,9.38,1,5.5,1.9,1746,85,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4066,34,0,170,95,93,381,122,16800,3.44,2,5.0,1.9,3273,51,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4067,32,0,179,88,12,879,152,19733,13.49,2,7.3,1.9,3437,70,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4068,20,2,179,103,105,140,105,16967,7.53,0,9.1,1.9,2192,57,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4069,48,0,181,60,39,907,176,3476,9.72,2,8.9,1.9,2554,66,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4070,24,2,166,111,96,999,101,1246,7.94,1,9.4,1.9,3592,62,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4071,44,0,163,75,23,457,143,16188,11.82,1,6.3,1.9,2778,62,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4072,44,1,165,51,75,945,164,2267,13.17,2,7.2,1.9,3041,61,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4073,52,0,190,85,32,630,178,10535,8.32,1,4.8,1.9,2763,81,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4074,45,0,199,118,84,997,106,12875,5.45,1,5.3,1.9,1956,73,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4075,20,1,170,54,115,463,86,13287,2.68,2,8.7,1.9,3857,88,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4076,22,1,177,72,118,424,167,4281,6.98,0,7.1,1.9,3871,66,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4077,28,1,163,86,11,995,155,4072,7.57,0,9.3,1.9,2413,79,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4078,29,1,164,111,84,254,124,5444,5.17,0,4.9,1.9,3596,54,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4079,41,0,173,68,68,787,82,10454,6.0,0,5.2,1.9,1612,83,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4080,59,2,151,81,97,291,155,16600,6.27,1,8.3,1.9,2643,72,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4081,30,1,160,53,57,764,160,10727,9.77,1,4.9,1.9,3567,62,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4082,47,0,161,55,42,176,179,13023,9.75,0,9.4,1.9,2509,60,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4083,20,2,173,86,50,256,122,16771,14.46,0,8.1,1.9,2133,74,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4084,40,1,183,106,30,476,94,14763,11.18,2,5.4,1.9,2636,68,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4085,46,2,156,78,27,818,176,6033,12.63,1,9.4,1.9,3610,74,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4086,43,0,159,97,61,423,172,4659,9.54,1,4.5,1.9,3115,85,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4087,18,0,164,82,73,176,162,5979,10.92,0,7.9,1.9,2123,83,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4088,47,1,158,102,61,254,102,12870,2.52,0,6.0,1.9,1578,60,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4089,34,1,185,70,90,543,112,10700,6.87,0,7.4,1.9,3562,78,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4090,55,1,194,94,96,432,99,17683,13.46,2,7.2,1.9,2805,54,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4091,56,0,168,56,15,123,137,12070,3.73,2,4.2,1.9,1920,72,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4092,48,2,186,60,51,147,143,2457,2.67,1,5.0,1.9,3512,86,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4093,51,2,152,118,43,316,86,4201,5.4,0,4.2,1.9,3436,58,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4094,58,0,160,85,90,945,130,13693,2.63,2,9.5,1.9,3457,80,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4095,46,0,186,114,47,890,94,1195,10.81,2,9.4,1.9,3363,86,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4096,34,2,153,67,86,956,87,17070,1.91,0,9.7,1.9,3331,56,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4097,23,2,190,86,79,410,131,14390,12.59,2,7.1,1.9,1976,86,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4098,22,1,192,57,18,633,162,4103,5.95,1,6.4,1.9,1568,62,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4099,48,0,150,94,79,574,118,6744,9.55,2,4.9,1.9,2167,68,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4100,25,2,170,89,23,625,91,18120,9.66,1,9.9,1.9,2990,86,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4101,40,1,164,108,107,374,166,9226,13.62,1,7.7,1.9,2686,84,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4102,48,0,162,91,105,772,143,3606,9.95,2,6.4,1.9,2056,83,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4103,20,1,185,67,57,215,81,12168,12.45,1,5.8,1.9,3936,80,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4104,38,0,182,108,20,804,149,9714,10.41,0,7.9,1.9,3386,61,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4105,52,2,160,88,119,623,144,6760,10.7,0,6.1,1.9,3817,61,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4106,40,2,165,118,37,696,132,14251,2.88,2,8.4,1.9,2324,86,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4107,39,1,175,96,11,994,131,14009,3.6,0,6.0,1.9,3316,57,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4108,31,1,191,109,15,397,141,3613,4.28,1,4.9,1.9,3161,52,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4109,54,0,170,76,63,560,121,4954,2.65,2,6.1,1.9,2093,76,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4110,51,2,196,61,85,397,127,18389,6.17,0,7.6,1.9,2000,70,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4111,55,1,160,72,110,127,140,18857,6.52,1,8.6,1.9,1832,89,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4112,43,2,184,79,50,578,174,8744,2.84,1,7.2,1.9,1521,61,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4113,19,2,161,89,92,537,93,8623,10.79,2,4.1,1.9,1887,50,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4114,35,1,188,57,49,780,167,19846,9.64,2,4.2,1.9,2008,58,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4115,24,2,195,107,24,113,153,6755,8.27,0,4.2,1.9,2454,52,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4116,55,2,167,51,72,888,131,2393,12.24,1,8.4,1.9,3818,65,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4117,44,0,173,80,91,145,120,19846,9.9,2,4.4,1.9,2593,84,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4118,53,2,169,92,110,455,150,3033,4.7,0,6.6,1.9,3703,62,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4119,28,2,164,58,75,543,125,9736,12.37,1,9.7,1.9,3482,59,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4120,23,2,179,69,105,834,170,1688,14.91,2,7.0,1.9,2885,82,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4121,28,2,160,95,67,363,156,4818,5.41,1,5.8,1.9,3265,61,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4122,44,0,192,115,101,499,144,15142,7.66,1,4.7,1.9,2450,72,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4123,32,1,167,109,16,822,157,17278,14.68,0,8.3,1.9,3491,82,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4124,38,0,160,100,74,593,107,6054,0.62,1,8.7,1.9,3190,62,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4125,36,1,188,113,79,153,141,11057,5.95,1,9.1,1.9,2037,75,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4126,28,2,194,97,21,731,175,12489,4.15,1,7.8,1.9,3274,85,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4127,48,2,187,104,81,170,104,15286,2.7,1,8.2,1.9,2755,85,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4128,23,2,192,70,113,832,100,8268,9.75,0,9.4,1.9,3261,52,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4129,52,0,152,100,80,253,90,3637,1.21,2,8.5,1.9,2793,70,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4130,21,0,190,95,112,562,120,5764,7.43,1,8.9,1.9,3668,65,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4131,58,0,166,99,76,981,82,5407,11.18,1,5.8,1.9,3116,65,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4132,26,0,168,93,10,192,91,14498,13.46,1,9.5,1.9,3554,77,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4133,43,1,150,67,82,432,113,4708,3.57,1,6.9,1.9,3675,70,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4134,27,1,154,99,89,219,87,13148,6.13,2,9.0,1.9,3679,88,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4135,31,0,198,102,116,810,161,3575,12.34,2,8.7,1.9,1571,86,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4136,59,1,150,72,27,987,155,2749,9.95,0,8.6,1.9,2262,58,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4137,28,0,170,109,98,445,168,18940,2.15,0,9.2,1.9,1938,81,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4138,38,1,190,58,83,866,129,13973,3.0,2,6.2,1.9,2918,61,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4139,34,2,186,64,38,727,81,13715,14.52,1,6.5,1.9,3681,87,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4140,56,1,192,93,12,994,80,2422,13.92,0,4.5,1.9,1515,80,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4141,47,2,168,70,45,962,108,17471,9.04,0,8.3,1.9,3817,51,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4142,39,0,190,85,58,175,113,17242,14.35,0,7.4,1.9,3485,85,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4143,33,1,193,73,51,142,103,2415,6.09,1,9.2,1.9,2573,52,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4144,22,0,153,65,86,254,93,7421,3.5,1,8.5,1.9,3894,70,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4145,44,2,185,119,55,184,141,18375,12.32,2,8.5,1.9,1961,56,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4146,41,1,155,115,89,724,143,16801,11.83,2,6.7,1.9,2042,74,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4147,30,2,176,84,119,948,86,11628,14.57,1,8.5,1.9,1540,61,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4148,34,2,158,92,104,643,133,8204,5.36,2,7.7,1.9,2989,81,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4149,38,1,168,99,112,513,88,17473,13.3,0,5.1,1.9,2503,86,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4150,41,0,157,77,25,936,154,11800,6.79,0,5.7,1.9,3330,89,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4151,52,0,195,105,37,520,98,16361,12.39,1,8.8,1.9,3124,56,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4152,46,0,196,105,36,356,114,2379,7.02,1,9.4,1.9,2854,66,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4153,27,2,173,80,59,517,109,18431,7.43,2,8.5,1.9,1979,72,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4154,50,1,165,77,68,921,110,19364,8.61,0,7.9,1.9,2914,52,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4155,35,0,197,71,70,784,135,2297,3.96,1,9.3,1.9,1944,85,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4156,36,2,174,112,117,288,173,19112,8.56,1,9.9,1.9,2684,58,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4157,34,1,187,86,11,996,166,10541,15.0,1,6.7,1.9,2221,66,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4158,40,2,177,83,38,730,90,3294,1.4,0,9.9,1.9,2824,83,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4159,53,2,170,95,20,922,146,16425,7.52,0,8.2,1.9,2031,76,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4160,28,1,150,91,21,416,179,12190,4.23,0,8.2,1.9,3109,50,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4161,24,1,193,71,89,285,157,12495,9.96,2,4.3,1.9,3126,50,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4162,20,0,194,109,111,937,138,11791,11.0,2,9.9,1.9,2652,56,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4163,45,1,169,110,24,657,173,15456,14.14,2,9.6,1.9,2196,83,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4164,54,1,171,52,98,201,129,8613,13.14,2,8.6,1.9,1978,78,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4165,26,2,188,112,111,498,105,4483,6.09,0,7.4,1.9,1516,73,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4166,18,2,167,115,66,140,161,1365,6.66,0,7.4,1.9,2161,80,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4167,28,2,160,53,12,172,131,8631,2.64,0,7.7,1.9,2733,65,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4168,54,1,171,74,38,391,128,18483,2.26,2,6.8,1.9,2316,66,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4169,22,2,151,62,93,857,169,10851,12.25,0,5.6,1.9,3015,75,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4170,30,0,170,114,103,874,123,1045,2.95,1,4.3,1.9,2459,77,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4171,32,2,178,92,115,663,159,10442,7.85,2,6.8,1.9,3792,60,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4172,39,1,191,101,11,800,85,11805,12.15,1,6.0,1.9,3697,65,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4173,38,2,190,115,65,631,81,14928,4.67,0,7.0,1.9,3290,86,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4174,38,2,160,52,42,202,120,9891,6.5,1,6.7,1.9,3363,58,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4175,29,2,186,53,59,482,165,12977,14.81,0,8.6,1.9,2024,52,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4176,52,2,191,84,106,354,113,18216,7.63,2,5.4,1.9,2317,88,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4177,30,2,175,102,59,939,125,15823,11.79,0,9.3,1.9,2268,82,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4178,32,1,189,55,26,364,160,15037,7.49,0,9.8,1.9,3994,76,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4179,42,1,187,82,116,112,89,10472,1.52,2,8.4,1.9,3375,82,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4180,39,0,187,73,25,524,111,14283,2.36,0,6.7,1.9,1739,55,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4181,43,0,157,62,80,707,113,5461,0.97,1,9.2,1.9,2679,65,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4182,50,1,160,89,16,604,84,16024,10.64,2,8.7,1.9,2267,88,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4183,39,1,158,74,14,185,121,18572,8.62,2,8.0,1.9,2754,55,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4184,54,2,195,54,14,388,156,12372,14.94,0,5.9,1.9,2693,71,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4185,19,1,169,110,30,325,112,7959,6.42,0,5.7,1.9,1595,80,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4186,21,0,199,100,37,396,117,10331,12.87,2,8.6,1.9,1965,89,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4187,37,1,197,110,73,978,128,18991,14.75,2,9.6,1.9,3175,79,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4188,47,1,171,98,77,846,157,15806,10.3,1,8.6,1.9,2798,70,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
